1;2143;2658;-1
2;2675;12124;1
3;1988;11273;1
4;2742;13122;1
5;1744;9641;1
6;3306;9964;1
7;2278;10121;1
8;2824;13539;1
9;2929;11354;1
10;827;419;-1
11;2449;11545;1
12;2430;12009;1
13;2623;11444;1
14;2532;1902;-1
15;2495;13753;1
16;2403;12090;1
17;2961;11088;1
18;2208;3492;1
19;2998;11083;1
20;2464;11373;1
21;2688;11901;1
22;2308;11689;1
23;3969;8420;1
24;2666;12625;1
25;2775;11795;1
26;2095;11678;1
27;2801;11205;1
28;2285;11154;1
29;2039;4043;-1
30;2626;12613;1
31;648;410;-1
32;2521;12583;1
33;4612;12570;1
34;2152;11193;1
35;2786;11936;1
36;2868;12310;1
37;2654;11416;1
38;2568;13064;1
39;2386;13450;1
40;2452;11766;1
41;3214;8259;1
42;8063;15008;0
43;2483;10583;1
44;2799;11740;1
45;7141;11395;0
46;2957;12333;1
47;2860;10821;1
48;3902;11057;1
49;3113;11111;1
50;2905;10300;1
51;1794;10864;1
52;2713;9081;1
53;3033;15306;1
54;2723;10843;1
55;2711;11973;1
56;3723;6940;1
57;1714;8063;1
58;2229;13288;1
59;2131;580;-1
60;2212;12062;1
61;2800;12484;1
62;2107;12138;1
63;2636;13283;1
64;2019;12203;1
65;2671;11514;1
66;2348;11428;1
67;2140;13212;1
68;2741;13799;1
69;2791;11930;1
70;2142;6733;1
71;2422;12372;1
72;1964;10653;1
73;2881;10718;1
74;1760;9779;1
75;2468;12268;1
76;2691;11871;1
77;1006;533;-1
78;2876;10864;1
79;1768;9051;1
80;2677;12002;1
81;2697;12375;1
82;2780;11699;1
83;2906;11844;1
84;2737;13311;1
85;2242;11170;1
86;2923;11610;1
87;2414;8087;1
88;2795;11178;1
89;3828;8310;1
90;883;568;-1
91;771;622;-1
92;2685;9524;1
93;2151;12698;1
94;2670;12060;1
95;2305;2865;-1
96;2643;11515;1
97;2565;14468;1
98;2794;13094;1
99;3054;10910;1
100;3336;11130;1
101;2673;12061;1
102;2643;13001;1
103;707;546;-1
104;3454;10585;1
105;2729;10109;1
106;2857;10583;1
107;2308;12445;1
108;2790;13628;1
109;2613;10549;1
110;2246;4423;-1
111;2589;12033;1
112;4633;6210;1
113;3568;9605;1
114;2863;10950;1
115;2634;12838;1
116;2268;11533;1
117;2397;11574;1
118;1864;9659;1
119;817;656;-1
120;2740;11656;1
121;2852;10227;1
122;2278;12406;1
123;2330;13207;1
124;2448;12654;1
125;2887;10931;1
126;862;405;-1
127;2705;11581;1
128;2078;11530;1
129;3115;11396;1
130;2636;12023;1
131;3032;10440;1
132;2664;11324;1
133;2797;13552;1
134;2779;13084;1
135;2803;12037;1
136;3567;9321;1
137;3102;11208;1
138;3792;3067;0
139;2641;12283;1
140;769;528;-1
141;2782;11712;1
142;3752;14348;1
143;2299;11736;1
144;2371;12502;1
145;2094;11552;1
146;2102;10669;1
147;2606;11821;1
148;2883;13490;1
149;1471;2978;-1
150;2979;11939;1
151;2305;11259;1
152;2571;12023;1
153;2649;10646;1
154;1756;10738;1
155;2205;9778;1
156;2599;11013;1
157;4006;8789;1
158;2701;13213;1
159;2757;10914;1
160;2839;10835;1
161;1859;10799;1
162;2381;12698;1
163;3020;11106;1
164;2834;12233;1
165;2676;12410;1
166;2354;12754;1
167;1901;11036;1
168;924;550;-1
169;2480;12627;1
170;3016;10942;1
171;2800;10310;1
172;1661;10284;1
173;2324;12008;1
174;2971;10251;1
175;919;328;-1
176;3192;11329;1
177;2745;13677;1
178;3227;9187;1
179;5974;11778;1
180;2654;12237;1
181;2704;11230;1
182;2802;10561;1
183;2682;12725;1
184;1927;11169;1
185;2170;11762;1
186;2899;10667;1
187;2025;11998;1
188;776;190;-1
189;2657;11826;1
190;2969;10683;1
191;2669;12106;1
192;2453;12595;1
193;2815;11627;1
194;2620;4090;-1
195;833;692;-1
196;2606;11829;1
197;2784;13168;1
198;2780;12120;1
199;1829;8605;1
200;2665;12742;1
201;2792;10674;1
202;2979;13737;1
203;1733;10486;1
204;1988;9864;1
205;2597;12464;1
206;2289;12164;1
207;3157;10254;1
208;3013;12645;1
209;2822;12150;1
210;2279;12268;1
211;2123;12214;1
212;1865;11096;1
213;2592;11604;1
214;1038;494;-1
215;2323;11742;1
216;1139;488;-1
217;2595;12177;1
218;2676;10903;1
219;2525;10773;1
220;2441;12851;1
221;2740;11359;1
222;1894;10056;1
223;2337;11579;1
224;2255;12356;1
225;2263;11817;1
226;2519;11542;1
227;2662;11023;1
228;704;534;-1
229;2047;10962;1
230;2034;10261;1
231;2261;11614;1
232;2189;12992;1
233;3151;11363;1
234;2573;11433;1
235;4414;7115;1
236;2582;12198;1
237;1864;10279;1
238;2959;13382;1
239;2492;13595;1
240;4158;8472;1
241;2605;1189;-1
242;3551;10774;1
243;841;463;-1
244;3094;13947;1
245;2292;11627;1
246;2772;11089;1
247;3573;10543;1
248;3079;9818;1
249;2724;11556;1
250;2916;11203;1
251;2558;14076;1
252;3002;15661;1
253;2654;10731;1
254;3352;10796;1
255;2691;11926;1
256;2405;12837;1
257;2744;13516;1
258;2626;14111;1
259;1955;11334;1
260;2798;13074;1
261;1748;10086;1
262;733;634;-1
263;2183;10641;1
264;1925;11310;1
265;2934;10350;1
266;2520;11473;1
267;2997;11130;1
268;1909;11558;1
269;3694;8725;1
270;2414;11790;1
271;2584;11983;1
272;809;512;-1
273;2701;12753;1
274;2126;11403;1
275;2298;13488;1
276;809;902;-1
277;2695;13180;1
278;2150;13184;1
279;3049;9114;1
280;2852;13798;1
281;2392;13014;1
282;2382;11116;1
283;2994;12991;1
284;2860;12274;1
285;2272;12226;1
286;3025;12351;1
287;2805;13107;1
288;1780;10895;1
289;2882;6789;1
290;2710;13577;1
291;2192;11370;1
292;2141;3103;-1
293;2617;11715;1
294;2218;11917;1
295;2652;12567;1
296;2827;10546;1
297;3570;13040;1
298;2697;13232;1
299;2280;11638;1
300;2604;11743;1
301;4646;6134;1
302;2646;13224;1
303;3044;10015;1
304;2403;10176;1
305;2821;11821;1
306;2759;12226;1
307;2822;11815;1
308;764;433;-1
309;2662;10756;1
310;2992;14014;1
311;716;252;-1
312;2482;12336;1
313;2405;11572;1
314;1788;6292;1
315;2567;11054;1
316;2970;10702;1
317;1674;10364;1
318;3288;10724;1
319;2089;10554;1
320;2601;13156;1
321;2393;11757;1
322;2492;11812;1
323;2757;10623;1
324;3347;10495;1
325;1946;10656;1
326;2327;12267;1
327;8055;386;0
328;2509;13156;1
329;2585;12082;1
330;2730;10026;1
331;1926;2559;-1
332;818;312;-1
333;2507;13042;1
334;3130;11739;1
335;2763;10523;1
336;1909;10855;1
337;2832;15096;1
338;757;555;-1
339;2181;10626;1
340;2669;12679;1
341;7588;5442;0
342;2709;12009;1
343;2445;12464;1
344;2736;12778;1
345;776;540;-1
346;4812;7030;1
347;1984;11428;1
348;2300;12116;1
349;2902;12179;1
350;2747;11215;1
351;2810;10433;1
352;2509;11671;1
353;2590;13012;1
354;2953;15357;1
355;1876;9127;1
356;2969;11797;1
357;749;400;-1
358;3952;9265;1
359;765;273;-1
360;2530;5048;-1
361;2781;12207;1
362;3057;12295;1
363;2582;11815;1
364;2541;14242;1
365;1729;9257;1
366;4455;3048;0
367;2870;14011;1
368;2700;12765;1
369;1981;11473;1
370;2571;12794;1
371;2712;11105;1
372;3150;9407;1
373;2783;11807;1
374;3258;10973;1
375;7355;10376;0
376;2873;10893;1
377;2040;1035;-1
378;2308;11653;1
379;2560;12722;1
380;2765;12557;1
381;2874;12318;1
382;759;294;-1
383;2584;12130;1
384;2598;13639;1
385;2142;11640;1
386;2441;10672;1
387;2393;12475;1
388;2568;6960;1
389;3151;14823;1
390;3438;14118;1
391;3422;10472;1
392;7165;4390;0
393;3115;11215;1
394;2811;11752;1
395;2812;11986;1
396;2045;11583;1
397;2631;11917;1
398;2802;10797;1
399;1183;700;-1
400;2650;12941;1
401;2598;14035;1
402;2672;12452;1
403;3551;10129;1
404;2584;11476;1
405;3577;8470;1
406;2325;12109;1
407;1990;7902;1
408;3127;11556;1
409;4299;7140;1
410;2795;14024;1
411;3285;10193;1
